brand,num_items,head_top20_items,tail_bottom80_items,mean_interactions,total_interactions
Paul Brown,4,1,3,7.25,29
The Wave Enforcer,1,1,0,29.0,29
Sinupret By Bionorica,1,1,0,29.0,29
Nabi cosmetic,6,1,5,4.833333333333333,29
PAUL MITCHELL MEN,2,1,1,14.5,29
Dermatouch,11,0,11,2.6363636363636362,29
Plantlife Natural Body Care,7,1,6,4.142857142857143,29
CM,3,1,2,9.666666666666666,29
AGEbeautiful,5,1,4,5.8,29
Pro Design,11,1,10,2.6363636363636362,29
Salam Collections,1,1,0,29.0,29
Smiffy&#39;s,14,0,14,2.0714285714285716,29
Eye Wear,4,2,2,7.25,29
Syntonics,3,1,2,9.666666666666666,29
One Love Organics,10,1,9,2.9,29
St. Dalfour,7,1,6,4.142857142857143,29
Lomansa,5,1,4,5.8,29
Majolica Majorca,5,2,3,5.8,29
Lola,1,1,0,29.0,29
Proctor and Gamble Professional,1,1,0,29.0,29
Bio Complex,3,2,1,9.666666666666666,29
Ruby Wing,5,1,4,5.8,29
Eyebrowz,2,1,1,14.5,29
Fine Cosmetics Co LTD  Japan,1,1,0,29.0,29
Fashioncraft,3,1,2,9.666666666666666,29
A. Vogel,7,1,6,4.142857142857143,29
Cell N Stuff&reg;,1,1,0,29.0,29
Amazing Ayurveda,11,1,10,2.6363636363636362,29
Turbie Twist Super-Absorbent Hair Towel (Pink),1,1,0,29.0,29
Ambiance Cosmetics,2,2,0,14.5,29
Gilden Tree,6,2,4,4.833333333333333,29
Elishacoy,13,1,12,2.230769230769231,29
Sure,4,2,2,7.25,29
Bi-O-Kleen,2,1,1,14.5,29
Manual Override,8,2,6,3.625,29
UrFunShop,3,2,1,9.666666666666666,29
Metabolife,1,1,0,29.0,29
Love&#39;s Health,2,2,0,14.5,29
Creative Nail Designs,4,1,3,7.25,29
Badgley Mischka,7,1,6,4.142857142857143,29
Schrammek,15,0,15,1.9333333333333333,29
Selaed With A Kiss,1,1,0,29.0,29
AMVAC,1,1,0,29.0,29
Beauty - Mirrors,2,1,1,14.5,29
Elizabeth Mott,2,1,1,14.5,29
Cool Off,1,1,0,29.0,29
Sleep Eye Mask,2,1,1,14.5,29
Boraxo,1,1,0,29.0,29
Kamo,6,2,4,4.833333333333333,29
Nicorobin,11,1,10,2.6363636363636362,29
L&#39;Or&eacute;al,1,1,0,28.0,28
Earthy Delights,1,1,0,28.0,28
A S P,1,1,0,28.0,28
Sun Taiyang,6,1,5,4.666666666666667,28
Acne-d,1,1,0,28.0,28
Loma Pearatin,2,2,0,14.0,28
Comare,6,1,5,4.666666666666667,28
BEAUTY FIT,2,2,0,14.0,28
Nailicious Ten,8,1,7,3.5,28
Cloverine,1,1,0,28.0,28
Supracor,6,1,5,4.666666666666667,28
Yello-Out,2,1,1,14.0,28
J.LO,8,1,7,3.5,28
Synergy Tan,14,0,14,2.0,28
REDEX INDUSTRIES INC,1,1,0,28.0,28
T3 Micro,4,2,2,7.0,28
Biopelle,6,2,4,4.666666666666667,28
Every Strand,8,1,7,3.5,28
Roots Only Inc,1,1,0,28.0,28
Kitikiti,7,1,6,4.0,28
Sukesha,3,1,2,9.333333333333334,28
Lucky Electronic,2,2,0,14.0,28
KING BIO HOMEOPATHIC,6,2,4,4.666666666666667,28
DryGuy,1,1,0,28.0,28
Line n Grow,2,1,1,14.0,28
Honey Girl Organics,8,1,7,3.5,28
Bodi Skincare,1,1,0,28.0,28
Spencer Forrest,1,1,0,28.0,28
Gehwol,8,1,7,3.5,28
Blink Ultra Plus Eyelash Extension Bonding Glue Adhesive- 10ml,1,1,0,28.0,28
Weave Aide,4,2,2,7.0,28
Aloe Gator,9,1,8,3.111111111111111,28
Voberry,12,1,11,2.3333333333333335,28
White Shoulders,2,1,1,14.0,28
Benecos,17,0,17,1.6470588235294117,28
Bio-Logic Aqua Technologies,1,1,0,28.0,28
OPI NAIL COLOR,1,1,0,28.0,28
Merino Skin Care USA,2,2,0,14.0,28
Nanoblur,6,1,5,4.666666666666667,28
MARY KAY,6,3,3,4.666666666666667,28
TimeWise,1,1,0,28.0,28
Nemat,2,1,1,14.0,28
Elf,7,2,5,4.0,28
Poo-Pourri,3,1,2,9.333333333333334,28
Vitapointe Hair Dressing Tube - 3.25 Oz sku782094 (View amazon detail page),1,1,0,28.0,28
Neitsi,6,1,5,4.666666666666667,28
Liddell,11,1,10,2.5454545454545454,28
The gift of love,1,1,0,28.0,28
John Abate,6,2,4,4.666666666666667,28
Bremenn Research Labs,1,1,0,28.0,28
Manuka Doctor Skincare,9,1,8,3.111111111111111,28
Dolphin Organics,8,0,8,3.5,28
Nigelle,9,0,9,3.111111111111111,28
Grooming Lounge,8,0,8,3.5,28
&quot;Country Gent&quot;,2,2,0,14.0,28
Arrid,3,1,2,9.333333333333334,28
Dariya,2,1,1,14.0,28
Mary-Kate and Ashley,12,1,11,2.3333333333333335,28
Greatlookz,4,2,2,7.0,28
Kiva,1,1,0,28.0,28
Obsessive Compulsive Cosmetics,15,0,15,1.8666666666666667,28
L&#39;annine,3,2,1,9.333333333333334,28
Privilege,3,2,1,9.333333333333334,28
Sween,1,1,0,28.0,28
VITALE,10,1,9,2.8,28
verb,9,1,8,3.0,27
Taliah,6,1,5,4.5,27
Beauty Secrets,8,1,7,3.375,27
Thickening Lotion 06,1,1,0,27.0,27
Biotene,1,1,0,27.0,27
MiN New York,12,0,12,2.25,27
Epielle,10,1,9,2.7,27
Episencial,2,1,1,13.5,27
Prolana,1,1,0,27.0,27
Bari,17,0,17,1.588235294117647,27
Kerasal,2,2,0,13.5,27
Dercos,3,2,1,9.0,27
Lafco,16,0,16,1.6875,27
No Gray,1,1,0,27.0,27
MY-Brush,1,1,0,27.0,27
Herbavita,5,1,4,5.4,27
American Crew,1,1,0,27.0,27
Sahag,3,2,1,9.0,27
Hair by MissTresses,6,1,5,4.5,27
Almased,1,1,0,27.0,27
U-Smooth,1,1,0,27.0,27
Tyche,12,0,12,2.25,27
Royal Hawaiian,6,2,4,4.5,27
Madina African Black Soap,2,2,0,13.5,27
Sally Girl,8,1,7,3.375,27
Iman,16,0,16,1.6875,27
Organic Essence,4,3,1,6.75,27
Juara,9,0,9,3.0,27
Just Basic,2,2,0,13.5,27
California Mango,8,1,7,3.375,27
Liquimat,1,1,0,27.0,27
IOPE,13,0,13,2.076923076923077,27
Dream Essentials,1,1,0,27.0,27
Bon Vital,5,2,3,5.4,27
Rocawear,7,1,6,3.857142857142857,27
Nature&#39;s Way,3,1,2,9.0,27
Celazome,2,1,1,13.5,27
Mennen,4,1,3,6.75,27
Baldessarin,1,1,0,27.0,27
L&#39;Oreal Professionnel Paris,14,0,14,1.9285714285714286,27
It&#39;s a Curl,2,2,0,13.5,27
TIGI COSMETICS,5,2,3,5.4,27
Nature by Canus,5,1,4,5.4,27
Jivago,15,1,14,1.8,27
Sugarpill Cosmetics,8,1,7,3.375,27
Mordor,9,1,8,3.0,27
Astara Skincare,8,1,7,3.375,27
Bonfi Natural,2,1,1,13.5,27
Inis,3,2,1,9.0,27
XQ,13,1,12,2.076923076923077,27
Arche,4,1,3,6.75,27
Dr. Bronner&#39;s,8,1,7,3.375,27
Dr Organic,4,1,3,6.75,27
Aqua Spa,1,1,0,27.0,27
Jet,1,1,0,27.0,27
Donna Michelle,1,1,0,27.0,27
Lancaster,16,0,16,1.6875,27
Little Moon Essentials,4,2,2,6.75,27
Avon bug guard cool n&#39;fab,1,1,0,27.0,27
Sun Goddess,1,1,0,27.0,27
Original Little Sprout,2,2,0,13.5,27
Deva Nutrition,2,1,1,13.5,27
Juniper Ridge,6,1,5,4.5,27
Lock Stock &amp; Barrel,12,1,11,2.25,27
Satin Haircolor,18,0,18,1.5,27
SQdeal,3,1,2,8.666666666666666,26
Endurox,3,1,2,8.666666666666666,26
Meishoku,4,2,2,6.5,26
Master Well,2,2,0,13.0,26
FERA,1,1,0,26.0,26
Glycoderma,4,1,3,6.5,26
VLCC,17,0,17,1.5294117647058822,26
Hair Chemist,8,1,7,3.25,26
Sogood,11,0,11,2.3636363636363638,26
Beauty Essentials,1,1,0,26.0,26
Swiss-american Products Inc,3,1,2,8.666666666666666,26
Clay Esthe,4,2,2,6.5,26
Memory Store,1,1,0,26.0,26
Bio-groom,2,1,1,13.0,26
Accessoriesforever,1,1,0,26.0,26
Thymuskin,10,1,9,2.6,26
Jamaican Mango &amp; Lime Transition Natural,5,1,4,5.2,26
Arbonne Aromassentials,1,1,0,26.0,26
CLIMB ON!,2,1,1,13.0,26
Natural Treasures,3,1,2,8.666666666666666,26
Eufora Hair,16,0,16,1.625,26
MIAMICA,1,1,0,26.0,26
Aromafloria,12,0,12,2.1666666666666665,26
Apple Pectin,2,2,0,13.0,26
Corn Silk,1,1,0,26.0,26
Antonym Cosmetics,9,1,8,2.888888888888889,26
Inneov Hair Mass Supplements 60 Caps,2,1,1,13.0,26
Mywigstore,1,1,0,26.0,26
WorldPrideInc,1,1,0,26.0,26
Generic Value Products,5,1,4,5.2,26
Genuine Virgin Aloe,5,1,4,5.2,26
Fade Out,6,1,5,4.333333333333333,26
Colure True Color Care,11,0,11,2.3636363636363638,26
The Hawaiian Classic Perfumes Collection,3,1,2,8.666666666666666,26
TheraSeal,2,1,1,13.0,26
Minoval,6,1,5,4.333333333333333,26
Chandler Farm,12,0,12,2.1666666666666665,26
ToGoSpa,2,2,0,13.0,26
Healthy Hoof,2,1,1,13.0,26
42,5,2,3,5.2,26
4711,10,1,9,2.6,26
Sylvia&#39;s Hair Products,13,0,13,2.0,26
Tip Top,3,2,1,8.666666666666666,26
Swarovski,5,1,4,5.2,26
Clear Proof via Mark Kay,2,2,0,13.0,26
Surya Brasil,4,2,2,6.5,26
VOGUE INTERNATIONAL,5,2,3,5.2,26
FutureDerm,1,1,0,26.0,26
COOLGO,3,1,2,8.666666666666666,26
NewPhase,1,1,0,26.0,26
Nucleic A,8,1,7,3.25,26
CosChemSupply,3,1,2,8.666666666666666,26
Aromatherapy Associates,11,0,11,2.3636363636363638,26
Campho-Phenique,1,1,0,26.0,26
Chihtsai,4,1,3,6.5,26
Rise International,3,2,1,8.666666666666666,26
Beadaholique,4,2,2,6.5,26
Shiseido Perfect Foundation Brush (Boxed),1,1,0,26.0,26
The Home of Hot Deals,3,1,2,8.666666666666666,26
Avon Advance Techniques,3,1,2,8.666666666666666,26
Pamela Anderson,5,1,4,5.2,26
Broadway Nails,11,1,10,2.3636363636363638,26
Final Net,6,2,4,4.333333333333333,26
Drakkar,7,2,5,3.7142857142857144,26
Top Ten,1,1,0,26.0,26
Classykidzshop,1,1,0,25.0,25
BedHead,2,1,1,12.5,25
All,3,2,1,8.333333333333334,25
Lus,5,2,3,5.0,25
M2Beaute,2,2,0,12.5,25
Air Therapy,4,1,3,6.25,25
Marvel,5,2,3,5.0,25
Real Purity,7,1,6,3.5714285714285716,25
Neoteric,2,1,1,12.5,25
Hi-Pro-Pac,7,1,6,3.5714285714285716,25
FE,2,1,1,12.5,25
selltop15,7,1,6,3.5714285714285716,25
Kahina Giving Beauty,9,0,9,2.7777777777777777,25
Lace FX,1,1,0,25.0,25
Tonino Lamborghini,7,2,5,3.5714285714285716,25
Squeeze,4,1,3,6.25,25
Adventure Medical Kits,2,1,1,12.5,25
Minoxidil,1,1,0,25.0,25
Watermans,3,2,1,8.333333333333334,25
lace closure,4,1,3,6.25,25
BB,2,2,0,12.5,25
Retro,7,1,6,3.5714285714285716,25
HairUBuild,1,1,0,25.0,25
easiHair,1,1,0,25.0,25
African Royale,7,1,6,3.5714285714285716,25
Magic Hair Accessories,2,1,1,12.5,25
Lotil,2,1,1,12.5,25
TruBody Wellness,1,1,0,25.0,25
SunGrubbies,1,1,0,25.0,25
Hempz Treats,3,1,2,8.333333333333334,25
Hunter&#39;s Specialties,2,1,1,12.5,25
Wigo,9,1,8,2.7777777777777777,25
Avon Anew Clinical Advanced Retexturizing Peel,1,1,0,25.0,25
Reventin,7,1,6,3.5714285714285716,25
Crystal Peel,2,2,0,12.5,25
Jos&eacute; Eber,2,1,1,12.5,25
Ancient Secrets,11,0,11,2.272727272727273,25
Justin Beiber,2,1,1,12.5,25
White Diamonds,1,1,0,25.0,25
"Roman, Inc.",3,2,1,8.333333333333334,25
Blossom Concepts,1,1,0,25.0,25
GLOSS MODERNE,5,1,4,5.0,25
ROYALE,1,1,0,25.0,25
Select Nutrition,6,1,5,4.166666666666667,25
"Original 3M Clear by Walker Tape, Co.",1,1,0,25.0,25
Bethany Hamilton,2,2,0,12.5,25
Tattoo Gizmoo,1,1,0,25.0,25
Judith August,8,0,8,3.125,25
Innova USA,2,2,0,12.5,25
California North,2,1,1,12.5,25
Avon Naturals,14,0,14,1.7857142857142858,25
Hoss Sauce,6,1,5,4.166666666666667,25
Amore Mio Cosmetics,12,1,11,2.0833333333333335,25
It Factor,7,1,6,3.5714285714285716,25
Dickinson,1,1,0,25.0,25
Tri Aerogel,3,1,2,8.333333333333334,25
Obiqo,5,0,5,5.0,25
Caboodles,3,1,2,8.333333333333334,25
Yes to Blueberries,3,2,1,8.333333333333334,25
Tarina Tarantino,12,0,12,2.0833333333333335,25
Youngevity,1,1,0,25.0,25
LeSportsac,6,1,5,4.166666666666667,25
ActiFade,3,2,1,8.333333333333334,25
Charmzone,9,1,8,2.7777777777777777,25
Styrofoam Head,1,1,0,25.0,25
AlfaParf Color,1,1,0,25.0,25
Kyolic,2,1,1,12.5,25
Alde Associates LLC,3,2,1,8.333333333333334,25
Nathan,1,1,0,25.0,25
Menrva&#39;s Kiss,1,1,0,25.0,25
MISSION Skincare,7,1,6,3.5714285714285716,25
Gravity,1,1,0,25.0,25
Eve Pearl,3,2,1,8.333333333333334,25
SAAQIN &reg;,2,1,1,12.0,24
Gratiae,1,1,0,24.0,24
BioIonic Universal Diffuser,1,1,0,24.0,24
Alex Toys,7,1,6,3.4285714285714284,24
DARIYA,7,1,6,3.4285714285714284,24
dead sea,1,1,0,24.0,24
Natural Formula,6,2,4,4.0,24
ultra,1,1,0,24.0,24
Mukhesh Industries,1,1,0,24.0,24
Jason Body Care,4,1,3,6.0,24
Beautique,4,1,3,6.0,24
Rhonda Allison,7,1,6,3.4285714285714284,24
Appearus,6,1,5,4.0,24
Townley,2,1,1,12.0,24
Mauboussin,9,1,8,2.6666666666666665,24
Dr. Lewinn by Kinerase,5,1,4,4.8,24
Sensual,4,2,2,6.0,24
Lime Crime Makeup,1,1,0,24.0,24
Coretex,2,1,1,12.0,24
Island Escape,1,1,0,24.0,24
University Medical,5,2,3,4.8,24
Riviera,3,1,2,8.0,24
Creation Lamis,8,1,7,3.0,24
GK hair Global Keratin,1,1,0,24.0,24
RY,9,0,9,2.6666666666666665,24
GEROVITAL H3 EVOLUTION,3,1,2,8.0,24
Cain and Able Collection,1,1,0,24.0,24
Indie Hair,11,0,11,2.1818181818181817,24
Intelligent Nutrients,6,2,4,4.0,24
Oreck,1,1,0,24.0,24
Wrapables,5,1,4,4.8,24
Seban,3,1,2,8.0,24
Body Essentials,1,1,0,24.0,24
Betty Dain Colortrak,1,1,0,24.0,24
Betty Dain Signature,10,1,9,2.4,24
Zerran,7,1,6,3.4285714285714284,24
Beauty Aura,2,1,1,12.0,24
Vanish,3,2,1,8.0,24
PROMEKO INC,4,1,3,6.0,24
Earth Friendly Products,8,0,8,3.0,24
Avigal,5,2,3,4.8,24
Baviphat,10,0,10,2.4,24
TESCOM,6,1,5,4.0,24
Sea Breeze Actives,2,2,0,12.0,24
Liverite,1,1,0,24.0,24
Capriclear,2,2,0,12.0,24
Ayr,1,1,0,24.0,24
Saryna Key,12,1,11,2.0,24
kNutek,11,1,10,2.1818181818181817,24
Model 21,10,0,10,2.4,24
Wenger,1,1,0,24.0,24
Ginger People,1,1,0,24.0,24
Medimix,2,1,1,12.0,24
Century Systems,1,1,0,24.0,24
Herve Leger,4,1,3,6.0,24
MistyMate,1,1,0,24.0,24
Chapstick,7,1,6,3.4285714285714284,24
Biotone,11,0,11,2.1818181818181817,24
men-u,10,0,10,2.4,24
Luminous Shine,1,1,0,24.0,24
Sunsilk Captivating Curls De-Frizz Leave In-Cream 7 oz (198 g),1,1,0,24.0,24
Black Ice,1,1,0,24.0,24
Wei East,14,0,14,1.7142857142857142,24
Tobey,1,1,0,24.0,24
Zia For Men,3,2,1,8.0,24
Kanon,5,2,3,4.8,24
Smart Solutions,15,0,15,1.6,24
Delore Nails,1,1,0,24.0,24
Deluxe Comfort,3,2,1,8.0,24
Restore Skin Care LLC,1,1,0,24.0,24
ReadyBath,1,1,0,24.0,24
STERILITE,1,1,0,24.0,24
Volumax,8,1,7,3.0,24
Sage,4,1,3,6.0,24
Empire Level,1,1,0,24.0,24
Phyto Organics,5,1,4,4.8,24
Halal Everyday,1,1,0,24.0,24
Citrus Bath Collection,1,1,0,24.0,24
Greenscape,9,0,9,2.6666666666666665,24
Estroven,2,1,1,12.0,24
MATRIX,6,1,5,4.0,24
USA,5,1,4,4.8,24
HY,14,0,14,1.7142857142857142,24
dealz4real,3,1,2,8.0,24
Thierry mugler Angel,1,1,0,24.0,24
Speed Stick,4,2,2,6.0,24
Keys Soap,2,1,1,12.0,24
Urth Skin Solutions For Men,6,1,5,4.0,24
Ushippingcart,1,1,0,24.0,24
Naruto,3,2,1,8.0,24
winwinzone,3,1,2,8.0,24
Smash,1,1,0,23.0,23
Alpecin,6,1,5,3.8333333333333335,23
Deity America,5,2,3,4.6,23
Roma Costume,1,1,0,23.0,23
Alicia Silverstone,1,1,0,23.0,23
Faber Castell,1,1,0,23.0,23
TABINO YADO,4,2,2,5.75,23
redken,7,1,6,3.2857142857142856,23
Vista Life,1,1,0,23.0,23
"AERO PHARMACEUTICALS, INC",1,1,0,23.0,23
Tigi S Factor,3,1,2,7.666666666666667,23
QOD,5,1,4,4.6,23
B-Blonde,2,2,0,11.5,23
Sana,11,0,11,2.090909090909091,23
Baby Blanket,6,2,4,3.8333333333333335,23
Remy Hairs,1,1,0,23.0,23
Salon Edition,2,1,1,11.5,23
ALIHAIR,3,1,2,7.666666666666667,23
ETSYG Scarf,6,1,5,3.8333333333333335,23
Whirlpool,1,1,0,23.0,23
EZ Flow,14,0,14,1.6428571428571428,23
Essential Health Products,1,1,0,23.0,23
Nikos,4,1,3,5.75,23
Ginalli Milano,5,1,4,4.6,23
Pure Illumination,9,1,8,2.5555555555555554,23
Granier,3,1,2,7.666666666666667,23
Ultima II,8,1,7,2.875,23
Ultimate Organics,2,1,1,11.5,23
SBS Beauty Systems,2,2,0,11.5,23
Mon Image,3,1,2,7.666666666666667,23
Body Pouf Net Sponge,1,1,0,23.0,23
Morrocco Method,6,1,5,3.8333333333333335,23
Color Charm Wella,2,1,1,11.5,23
Vero Labs,1,1,0,23.0,23
North American Hemp Co.,8,1,7,2.875,23
Roxy,4,1,3,5.75,23
Bring It Up,2,1,1,11.5,23
PMD,3,2,1,7.666666666666667,23
Natracare,2,1,1,11.5,23
DuWop Cosmetics,8,1,7,2.875,23
Avanti Silicon Mix,1,1,0,23.0,23
L2go,1,1,0,23.0,23
AQUAIR,6,2,4,3.8333333333333335,23
Schwarzkopf &amp; Henkel,5,1,4,4.6,23
Wibi,1,1,0,23.0,23
Supre Tanning Lotion,8,0,8,2.875,23
Luxuriant,1,1,0,23.0,23
Poop-Off,1,1,0,23.0,23
Hummer,6,1,5,3.8333333333333335,23
OJIA,2,2,0,11.5,23
Chantal,2,1,1,11.5,23
Archipelago,4,1,3,5.75,23
OPI My Favorite Ornament,1,1,0,23.0,23
N.4 High Performance Hair Care,3,1,2,7.666666666666667,23
Creative Scentsations,7,1,6,3.2857142857142856,23
Cream Silk,2,2,0,11.5,23
28 BRAND PALLETE,1,1,0,23.0,23
Maximum International,2,1,1,11.5,23
Cf-fashion,6,1,5,3.8333333333333335,23
Vitapointe,4,2,2,5.75,23
Headbandz by Kenz Laurenz,2,2,0,11.5,23
aokdis,4,1,3,5.75,23
By Framesi,2,1,1,11.5,23
BDS USA,1,1,0,23.0,23
Forever Young,6,1,5,3.8333333333333335,23
Gold Elements,4,1,3,5.75,23
Balm Barr,3,1,2,7.666666666666667,23
Bragg,1,1,0,23.0,23
GHH,3,1,2,7.666666666666667,23
Cubano,6,1,5,3.8333333333333335,23
Olive Gold O3,1,1,0,23.0,23
Jabot,8,1,7,2.875,23
Aderma,8,1,7,2.875,23
Loli,3,1,2,7.666666666666667,23
Colgate,8,1,7,2.875,23
Moon Phase,1,1,0,23.0,23
Imperial DAX,5,1,4,4.6,23
GlowFusion,3,2,1,7.666666666666667,23
Sircuit Skin,11,0,11,2.090909090909091,23
Natural Dentist,2,2,0,11.5,23
LUCA Lash,1,1,0,23.0,23
Wusthof,9,0,9,2.5555555555555554,23
Yodora,2,1,1,11.5,23
Lanman Kemp &amp; Barclay.,1,1,0,23.0,23
Activewear Apparel,2,1,1,11.5,23
NONI,1,1,0,23.0,23
GrandeLash,1,1,0,23.0,23
Skinception,7,1,6,3.142857142857143,22
Salonchic,7,1,6,3.142857142857143,22
Midnight Syndicate Soundtracks,1,1,0,22.0,22
Michelle&#39;s Miracle,3,1,2,7.333333333333333,22
Tommy Girl,3,2,1,7.333333333333333,22
Nature&#39;s Life,2,1,1,11.0,22
Giovi,1,1,0,22.0,22
Natures Paradise,4,1,3,5.5,22
MENSDEPT,6,0,6,3.6666666666666665,22
T3 Bespoke Labs,1,1,0,22.0,22
Kanebo,13,1,12,1.6923076923076923,22
Todd Oldham,4,1,3,5.5,22
Purdue Products L.P. (PUFW9),1,1,0,22.0,22
Ginseng Miracle,3,2,1,7.333333333333333,22
Beauty&#39;s Bin,1,1,0,22.0,22
Helen of Troy 1-1/2&quot; Professional Hot Air Brush (Model 1553),1,1,0,22.0,22
T3 Bespoke,1,1,0,22.0,22
Keeki Pure &amp; Simple,4,1,3,5.5,22
Free Your Mane,4,1,3,5.5,22
ping2,4,2,2,5.5,22
Healthpoint,2,1,1,11.0,22
Sally,4,1,3,5.5,22
MEDICIS DERMATOLOGICS,1,1,0,22.0,22
MCKESSON MEDICAL SURGICAL ***,1,1,0,22.0,22
Avlon Hair Care,10,0,10,2.2,22
Designer Skin Advanced Silicone Tan Extender,1,1,0,22.0,22
FantaSea cosmetics,1,1,0,22.0,22
Great Lengths,9,1,8,2.4444444444444446,22
BodyVerde,3,2,1,7.333333333333333,22
Morgan&#39;s Pomade,1,1,0,22.0,22
Lucy B Cosmetics,11,0,11,2.0,22
Body Full,1,1,0,22.0,22
BaseGel,1,1,0,22.0,22
DAYISS,1,1,0,22.0,22
Bronner Bros,6,0,6,3.6666666666666665,22
Jordache,9,1,8,2.4444444444444446,22
Logics,9,0,9,2.4444444444444446,22
Nude,6,1,5,3.6666666666666665,22
Loel&reg;,1,1,0,22.0,22
Belo,7,1,6,3.142857142857143,22
kpopshop,1,1,0,22.0,22
Dritz,1,1,0,22.0,22
Basics,2,1,1,11.0,22
Dermapril-SP,1,1,0,22.0,22
HooToo,1,1,0,22.0,22
CloseoutZone,2,1,1,11.0,22
Eco-me,3,2,1,7.333333333333333,22
Hyalogic,8,0,8,2.75,22
Avon Anew Clinical,3,1,2,7.333333333333333,22
ANALEX,1,1,0,22.0,22
BioTech Corporation,5,1,4,4.4,22
Juju Cosmetics,5,2,3,4.4,22
Royal Cotton Swab,1,1,0,22.0,22
Sonoma,11,0,11,2.0,22
AT,1,1,0,22.0,22
Raquel Welch,11,0,11,2.0,22
Miss Oops,1,1,0,22.0,22
Golden Rose Cosmetics,8,0,8,2.75,22
eForCity&amp;reg;,1,1,0,22.0,22
COPPOLA,1,1,0,22.0,22
Stl,4,1,3,5.5,22
Stonewall Kitchen,9,0,9,2.4444444444444446,22
Sticker Firm,5,1,4,4.4,22
Invision,3,1,2,7.333333333333333,22
LE ANGELIQUE CURLING IRONS,1,1,0,22.0,22
Garnier Fructis Survivor Tough It Out Glue - 6.8 floz.,1,1,0,22.0,22
One N Only Brazilian Tech,2,2,0,11.0,22
Nail Bliss,3,1,2,7.333333333333333,22
Silkfeet,2,1,1,11.0,22
Dr. Shen&#39;s,5,1,4,4.4,22
Caladryl,1,1,0,22.0,22
Ashlyn Rose,1,1,0,22.0,22
Dr. Singha&#39;s,3,1,2,7.333333333333333,22
Acrylic Nail TIPS,1,1,0,22.0,22
OXO,1,1,0,22.0,22
O Boticario,4,1,3,5.5,22
Aquelle,10,0,10,2.2,22
Diva Chics,4,1,3,5.5,22
Jeanne Arthes,13,0,13,1.6923076923076923,22
Riemann,2,1,1,11.0,22
Gabriel,2,1,1,11.0,22
GO by the ginger people,2,1,1,11.0,22
Aqua Velva,3,2,1,7.333333333333333,22
Fougera,1,1,0,22.0,22
Vivo,2,1,1,11.0,22
BIOGEM (Dr Ross),5,2,3,4.4,22
Davis Instruments,1,1,0,22.0,22
Salcura,8,0,8,2.75,22
Hands &amp; Nail Harmony,4,1,3,5.5,22
Maroma,10,0,10,2.2,22
2013 wig,2,1,1,10.5,21
Marcia Teixeira,4,1,3,5.25,21
Perles De Lalique,2,1,1,10.5,21
Perlage,3,1,2,7.0,21
Vitamin E Moisturizer,1,1,0,21.0,21
Malibu Hair Care,4,1,3,5.25,21
Makari De Suisse,12,0,12,1.75,21
New Dimensions,1,1,0,21.0,21
DeVita Professional Skin Care,5,1,4,4.2,21
Snazaroo,8,0,8,2.625,21
All Ways,5,0,5,4.2,21
Enzymatic,2,1,1,10.5,21
Saga Gold,7,1,6,3.0,21
SZ,1,1,0,21.0,21
Master Massage,2,1,1,10.5,21
Tous Touch,1,1,0,21.0,21
Proliss,8,1,7,2.625,21
Good Clean Fun,5,1,4,4.2,21
Goldfaden,6,1,5,3.5,21
Lady Elegance,2,1,1,10.5,21
ergens Natural Glow Daily Face Moisturizer,1,1,0,21.0,21
Je Veux,10,0,10,2.1,21
Aquatanica Spa,3,1,2,7.0,21
Breast Active,1,1,0,21.0,21
Yardley of London,1,1,0,21.0,21
Jenni By Jenni Rivera,4,2,2,5.25,21
Spiritual Sky Oil,2,2,0,10.5,21
Serenity 2000,1,1,0,21.0,21
Om She,7,0,7,3.0,21
Rx Systems,5,1,4,4.2,21
My Amazing Blow Dry Secret,3,1,2,7.0,21
Yakshi Naturals,8,1,7,2.625,21
Bouncy,2,2,0,10.5,21
Wright&#39;s,4,1,3,5.25,21
Grandma&#39;s,2,1,1,10.5,21
Pro-Line,7,0,7,3.0,21
Stephens Pipe &amp; Steel,1,1,0,21.0,21
Mushroom Wisdom (Formerly Maitake Products),2,2,0,10.5,21
It&#39;s Delicious Tan,2,1,1,10.5,21
Affinage,1,1,0,21.0,21
Beaut&eacute; de Maman,2,2,0,10.5,21
Anucci,1,1,0,21.0,21
Youth Code,1,1,0,21.0,21
Diamond Edge,3,1,2,7.0,21
Agave,2,1,1,10.5,21
Naked,1,1,0,21.0,21
Brightdeal,5,1,4,4.2,21
ASDM Bevelry Hills,2,1,1,10.5,21
Etopsell,8,1,7,2.625,21
European Gold,5,1,4,4.2,21
Cal Ben Five Star Soap Products,1,1,0,21.0,21
Asquith &amp; Somerset,14,0,14,1.5,21
Coast,6,1,5,3.5,21
Idrotherapy,1,1,0,21.0,21
Outdoor Hands,1,1,0,21.0,21
Atkins,4,1,3,5.25,21
Carbolic Soap Co.,1,1,0,21.0,21
Zad,1,1,0,21.0,21
DiabetiDerm,2,1,1,10.5,21
Sparkle Wrap,1,1,0,21.0,21
"L&#39;Oreal Studio Line Pumping Curls Spray, 8 Fl Oz.",1,1,0,21.0,21
LA Girl,6,1,5,3.5,21
Wilton,8,2,6,2.625,21
IDOBRIDAL,1,1,0,21.0,21
INTERNATONAL NAIL MANUFACTURERS,3,1,2,7.0,21
Body Time&reg;,2,1,1,10.5,21
SBR Sports,1,1,0,21.0,21
